version,caseid,weight,weight_spss,form,follow,addtime,reg,whenreg,howreg,howreg_os,regdiff,turnout18,turnout18ns,turnout18w,votehard,vharder1,vharder2,vharder3,vharder4,vharder5,vharder6,vharder7,vharder8,vharder9,vharder10,vharder11,vharder12,vharder11os,waittime,triptime,house18t,house18p,senate18t,senate18p,gov18t,gov18p,votestop1,votestop2,votestop_imp,votecount,votetrust,integrity1,integrity2,integrity3,integrity4,integrity5,turnout16,turnout16b,vote16,percent20,meet,givefut,march1,march2,online,persuade,sign,give,gehope,geangry,geafraid,geproud,gebitter,gehappy,geworry,gerelieve,gedep,gesad,fttrump,ftblack,ftwhite,fthisp,ftasian,ftgay,ftobama,fthrc,ftmetoo,ftrural,ftsocialists,ftcapitalists,ftimmig,ftpolice,ftjournal,fttrans,ftmuslim,ftmueller,ftfbi,ftscotus,ftkavanaugh,ftaltright,ftantifa,vote20dem,vote20cand,vote20jb,vote20ew,phecon,phhealth,phtax,phimmig,phborder,phforeign,phtrade,phopioid,phenviron,phnatdis,apppres,frnpres,econpres,dthope,dtangry,dtafraid,dtproud,dtbitter,dtcont,dtworry,dtemb,dtshame,dthappy,dtrelieve,imhope,imangry,imafraid,improud,imbitter,imcont,imworry,imdisgust,imsick,imhappy,imrelieve,russia16,muellerinv,coord16,econnow,econ12mo,improve1,finpar1,finpar2,improve2,finworry,lcself,lcd,lcr,amount_dir,amount_ind,direct1,direct2,indirect1,indirect2,corrupt,corrupt_dt,harass,harassstr,disc_selfsex,sexadvance,sexharass,disc_selfrace,whiteid,whitework,whitejob,immignum,immigpol,birthright,wall,diversity,illimcrime,illimschool,illimecon,imigcit,ice,famsep,acaapprove,acarepeal,acains,loseins,costins,richpoor,post1,post2,post3,post4,work,taxecon,taxfam,taxapproval,rr1,rr2,rr3,rr4,emp_concern1,emp_concern2,emp_persp,emp_place,emp_adv1,emp_adv2,russia,dprk,israel,mexico,china,canada,germany,saudi,warm,warmcause,warmdo,warmus,warmcom,warmyou,violence1,violence2,trade_order,freetrade,tariff_work,tariff_con,knowopioid,opioiddo,guncheck,gunsar,gunteach,strlead,sd1,sd2,sd3,sd4,sd5,sd6,strpres,dishonest,media1,media2,media3,trustmedia,media4,media4a,media5,mediaviol,selfcensor,rural1,rural2,rural3,impeach1,impeach2,pk_cjus,pk_cjus_correct,pk_germ,pk_germ_correct,pk_sen,pk_spend,pk_geer,pk_alaska,pid7x,pid1d,pid2d,pid1r,pid2r,pidstr,pidlean,dem_activduty,milyears,milyears2,milyears_topcode,milyears2_topcode,milyr_1,milyr_2,milyr_3,milyr_4,milyr_5,milyr_6,combat,hospital,marital,spouseeth,sp_w,sp_b,sp_ai,sp_asian,sp_pi,sp_gender,nonserious,honest,pid7,birthyr,gender,educ,marstat,child18,employ,employ_t,faminc_new,region,votereg,ideo5,newsint,presvote16post,presvote16post_t,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,religpew_protestant_t,immigrant,inputstate,race,race_other,pdl_inputzip,pdl_region,pdl_cassregcountyname,acaapprove_skp,acains_skp,acarepeal_skp,addtime_skp,apppres_skp,birthright_skp,coord16_skp,corrupt_dt_skp,corrupt_skp,costins_skp,direct1_skp,direct2_skp,disc_selfrace_skp,disc_selfsex_skp,diversity_skp,dt_grid_skp,econ_grid_skp,econpres_skp,emp_adv1_skp,emp_adv2_skp,emp_concern1_skp,emp_concern2_skp,emp_persp_skp,emp_place_skp,famsep_skp,finpar1_skp,finpar2_skp,finworry_skp,follow_skp,fp2_grid_skp,freetrade_skp,frnpres_skp,ftaltright_skp,ftantifa_skp,ftasian_skp,ftblack_skp,ftcapitalists_skp,ftfbi_skp,ftgay_skp,fthisp_skp,fthrc_skp,ftimmig_skp,ftjournal_skp,ftkavanaugh_skp,ftmetoo_skp,ftmueller_skp,ftmuslim_skp,ftobama_skp,ftpolice_skp,ftrural_skp,ftscotus_skp,ftsocialists_skp,fttrans_skp,fttrump_skp,ftwhite_skp,ge_grid_skp,give_skp,givefut_skp,gov18p_skp,gov18t_skp,guncheck_skp,gunsar_skp,gunteach_skp,harass_skp,harassstr_skp,house18p_skp,house18t_skp,howreg_skp,ice_skp,illimcrime_skp,illimecon_skp,illimschool_skp,im_grid_skp,imigcit_skp,immignum_skp,immigpol_skp,improve1_skp,improve2_skp,indirect1_skp,indirect2_skp,integrity1_skp,integrity2_skp,integrity3_skp,integrity4_skp,integrity5_skp,knowopioid_skp,lc_grid_skp,loseins_skp,march1_skp,march2_skp,meet_skp,muellerinv_skp,online_skp,opioiddo_skp,percent20_skp,persuade_skp,phe_grid_skp,post1_skp,post2_skp,post3_skp,post4_skp,reg_skp,regdiff_skp,richpoor_skp,rr_grid_skp,russia16_skp,senate18p_skp,senate18t_skp,sexadvance_skp,sexharass_skp,sign_skp,tariff_con_skp,tariff_work_skp,taxapproval_skp,taxecon_skp,taxfam_skp,triptime_skp,turnout16_skp,turnout18_skp,turnout18ns_skp,turnout18when_skp,vharder_skp,violence1_skp,violence2_skp,vote16_skp,vote20cand_skp,vote20dem_skp,vote20ew_skp,vote20jb_skp,votecount_skp,votehard_skp,votestop_skp,votetrust_skp,waittime_skp,wall_skp,warm_skp,warmcause_skp,warmcom_skp,warmdo_skp,warmus_skp,warmyou_skp,whenreg_skp,whiteid_skp,whitejob_skp,whitework_skp,work_skp,dishonest_skp,impeach1_skp,impeach2_skp,media1_skp,media2_skp,media3_skp,media4_skp,media4a_skp,media5_skp,mediaviol_skp,pk_alaska_skp,pk_cjus_skp,pk_geer_skp,pk_germ_skp,pk_sen_skp,pk_spend_skp,rural1_skp,rural2_skp,rural3_skp,sd_grid_skp,selfcensor_skp,strlead_skp,strpres_skp,trustmedia_skp,combat_skp,dem_activduty_skp,honest_skp,hospital_skp,marital_skp,milyears2_skp,milyears_skp,milyr_skp,nonserious_skp,pid1d_skp,pid1r_skp,pidlean_skp,pidstr_skp,sp_gender_skp,sp_multi_skp,spouseeth_skp,turnout18w_skp,follow_page_timing,addtime_page_timing,reg_page_timing,whenreg_page_timing,howreg_page_timing,regdiff_page_timing,turnout18_page_timing,turnout18ns_page_timing,turnout18w_page_timing,votehard_page_timing,vharder_page_timing,waittime_page_timing,triptime_page_timing,house18t_page_timing,house18p_page_timing,senate18t_page_timing,senate18p_page_timing,gov18t_page_timing,gov18p_page_timing,votestop_page_timing,votecount_page_timing,votetrust_page_timing,integrity1_page_timing,integrity2_page_timing,integrity3_page_timing,integrity4_page_timing,integrity5_page_timing,turnout16_page_timing,vote16_page_timing,percent20_page_timing,meet_page_timing,givefut_page_timing,march1_page_timing,march2_page_timing,online_page_timing,persuade_page_timing,sign_page_timing,give_page_timing,ge_grid_page_timing,fttrump_page_timing,ftblack_page_timing,ftwhite_page_timing,fthisp_page_timing,ftasian_page_timing,ftgay_page_timing,ftobama_page_timing,fthrc_page_timing,ftmetoo_page_timing,ftrural_page_timing,ftsocialists_page_timing,ftcapitalists_page_timing,ftimmig_page_timing,ftpolice_page_timing,ftjournal_page_timing,fttrans_page_timing,ftmuslim_page_timing,ftmueller_page_timing,ftfbi_page_timing,ftscotus_page_timing,ftkavanaugh_page_timing,ftaltright_page_timing,ftantifa_page_timing,vote20dem_page_timing,vote20cand_page_timing,vote20jb_page_timing,vote20ew_page_timing,phe_grid_page_timing,apppres_page_timing,frnpres_page_timing,econpres_page_timing,dt_grid_page_timing,im_grid_page_timing,russia16_page_timing,muellerinv_page_timing,coord16_page_timing,econ_grid_page_timing,improve1_page_timing,finpar1_page_timing,finpar2_page_timing,improve2_page_timing,finworry_page_timing,lc_grid_page_timing,direct1_page_timing,direct2_page_timing,indirect1_page_timing,indirect2_page_timing,corrupt_page_timing,corrupt_dt_page_timing,harass_page_timing,harassstr_page_timing,disc_selfsex_page_timing,sexadvance_page_timing,sexharass_page_timing,disc_selfrace_page_timing,whiteid_page_timing,whitework_page_timing,whitejob_page_timing,immignum_page_timing,immigpol_page_timing,birthright_page_timing,wall_page_timing,diversity_page_timing,illimcrime_page_timing,illimschool_page_timing,illimecon_page_timing,imigcit_page_timing,ice_page_timing,famsep_page_timing,acaapprove_page_timing,acarepeal_page_timing,acains_page_timing,loseins_page_timing,costins_page_timing,richpoor_page_timing,post1_page_timing,post2_page_timing,post3_page_timing,post4_page_timing,work_page_timing,taxecon_page_timing,taxfam_page_timing,taxapproval_page_timing,rr_grid_page_timing,emp_concern1_page_timing,emp_concern2_page_timing,emp_persp_page_timing,emp_place_page_timing,emp_adv1_page_timing,emp_adv2_page_timing,fp2_grid_page_timing,warm_page_timing,warmcause_page_timing,warmdo_page_timing,warmus_page_timing,warmcom_page_timing,warmyou_page_timing,violence1_page_timing,violence2_page_timing,freetrade_page_timing,tariff_work_page_timing,tariff_con_page_timing,knowopioid_page_timing,opioiddo_page_timing,guncheck_page_timing,gunsar_page_timing,gunteach_page_timing,strlead_page_timing,sd_grid_page_timing,strpres_page_timing,dishonest_page_timing,media1_page_timing,media2_page_timing,media3_page_timing,trustmedia_page_timing,media4_page_timing,media4a_page_timing,media5_page_timing,mediaviol_page_timing,selfcensor_page_timing,rural1_page_timing,rural2_page_timing,rural3_page_timing,impeach1_page_timing,impeach2_page_timing,pk_cjus_page_timing,pk_germ_page_timing,pk_sen_page_timing,pk_spend_page_timing,pk_geer_page_timing,pk_alaska_page_timing,pid1d_page_timing,pid1r_page_timing,pidstr_page_timing,pidlean_page_timing,dem_activduty_page_timing,milyears_page_timing,milyears2_page_timing,milyr_page_timing,combat_page_timing,hospital_page_timing,marital_page_timing,spouseeth_page_timing,sp_multi_page_timing,sp_gender_page_timing,nonserious_page_timing,honest_page_timing,ord_gehope,ord_geangry,ord_geafraid,ord_geproud,ord_gebitter,ord_gehappy,ord_geworry,ord_gerelieve,ord_gedep,ord_gesad,ord_ftblack,ord_ftwhite,ord_fthisp,ord_ftasian,ord_ftgay,ord_ftobama,ord_fthrc,ord_ftmetoo,ord_ftrural,ord_ftsocialists,ord_ftcapitalists,ord_ftimmig,ord_ftpolice,ord_ftjournal,ord_fttrans,ord_ftmuslim,ord_ftmueller,ord_ftfbi,ord_ftscotus,ord_ftkavanaugh,ord_ftaltright,ord_ftantifa,ord_vote20cand_1,ord_vote20cand_2,ord_vote20cand_3,ord_vote20cand_4,ord_vote20cand_5,ord_vote20cand_6,ord_vote20cand_7,ord_vote20cand_8,ord_vote20cand_9,ord_vote20cand_10,ord_vote20cand_11,ord_dthope,ord_dtangry,ord_dtafraid,ord_dtproud,ord_dtbitter,ord_dtcont,ord_dtworry,ord_dtemb,ord_dtshame,ord_dthappy,ord_dtrelieve,ord_imhope,ord_imangry,ord_imafraid,ord_improud,ord_imbitter,ord_imcont,ord_imworry,ord_imdisgust,ord_imsick,ord_imhappy,ord_imrelieve,rand_votestop,rand_march,ft_rand,rand_improve,rand_lc,rand_direct,rand_ind,rand_emp,rand_climate,rand_rural,rand_pk,rand_pid,starttime,endtime,duration,optintimestamp,completes
ANES 2018 Pilot Study main version 20190129,1,1.25550804785423,.728696870974595,1,4,2,1,4,-1,__NA__,-1,1,-1,-1,1,2,2,2,2,2,2,2,2,2,2,2,1,__NA__,-1,-1,1,2,1,2,1,2,2,-1,3,3,4,2,2,1,2,5,1,-1,1,100,2,2,2,9,2,2,2,2,4,2,2,4,2,4,2,3,3,1,93,71,85,58,63,80,5,4,5,84,50,51,67,100,50,50,37,997,50,51,51,997,997,2,-1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,4,1,1,4,1,1,2,2,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,2,2,2,6,4,-1,-1,2,4,4,4,1,2,3,-1,3,-1,4,4,1,3,3,2,2,2,1,3,4,4,3,4,4,3,2,4,5,4,5,6,7,1,6,1,5,2,-1,-1,-1,-1,1,2,2,4,2,4,2,3,2,-1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,3,2,1,2,4,3,4,2,4,2,4,1,2,1,4,4,4,3,3,-1,-1,2,3,3,2,3,-1,4,4,4,-1,3,4,7,7,no idea,0,no idea,0,2,4,-7,-7,6,2,__NA__,-1,__NA__,2,-1,3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,-1,1,4,-4,1986,2,4,5,2,1,__NA__,3,1,1,6,4,2,__NA__,1,2,5,6,2,__NA__,98,__NA__,5,42,1,__NA__,"-3, restricted access",1,"-3, restricted access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.875,3.719,4.605,4.366,0,0,9.186,0,0,3.876,19.644,0,0,6.366,3.302,3.378,1.84,5.025,2.352,17.5,6.217,4.5,8.427,4.088,7.781,9.305,13.966,10.927,2.502,10.564,4.068,3.332,5.081,0,5.272,4.773,4.587,2.749,47.696,9.344,7.092,7.446,6.926,6.105,7.24,5.852,5.642,6.102,5.604,5.585,4.017,5.214,6.255,4.649,7.627,3.884,3.797,9.791,3.645,5.68,2.068,2.601,7.064,0,7.941,5.222,24.309,8.288,5.142,37.069,36.749,0,7.004,6.93,10.624,18.49,11.399,6.723,0,0,4.766,19.805,10.495,0,4.312,0,5.274,5.237,18.147,5.624,5.78,5.583,162.49,9.77,7.829,5.937,3.974,7.633,19.753,8.611,3.882,8.836,14.998,508.097,4.248,14.085,5.697,6.929,6.882,7.981,7.186,6.634,3.777,8.523,0,0,0,0,0,6.814,5.599,7.438,35.061,6.82,0,15.862,8.027,4.93,0,0,0,5.207,3.865,5.333,9.39,6.23,7.96,13.725,5.827,13.112,6.857,6.009,6.541,8.107,3.671,4.085,5.837,53.851,0,0,9.969,4.041,6.25,5.667,11.782,0,5.312,8.9,5.951,0,5.7,5.828,13.79,18.932,7.854,4.709,9.209,8.165,1.743,.869,3.913,0,2.567,0,4.521,0,0,0,0,10.121,7.668,0,0,0,17.369,3.975,5,6,1,8,7,2,10,4,3,9,15,9,19,18,12,2,20,17,13,3,7,11,4,16,8,21,10,1,22,5,14,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,7,11,4,6,10,8,1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,2,2,1,1,12/10/2018 18:34:11,12/10/2018 20:00:03,5152,10/15/15,46
ANES 2018 Pilot Study main version 20190129,2,.569491137574693,.330532656248352,2,1,2,3,-1,-1,__NA__,-1,4,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,1,__NA__,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,3,4,-1,-1,-1,-1,-1,2,-1,-1,100,2,2,2,9,2,2,2,2,1,3,5,3,3,3,5,1,2,1,2,71,94,72,74,99,99,36,34,98,81,87,72,48,85,99,25,90,72,99,37,50,53,1,1,2,2,3,1,1,1,1,2,2,3,3,2,7,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,3,3,3,2,3,3,3,1,1,1,2,2,3,7,-1,6,-1,4,3,2,6,2,2,3,-1,-1,1,2,1,1,4,3,4,2,1,3,4,3,4,3,6,5,3,4,4,4,3,4,7,2,6,4,1,5,2,3,1,1,2,1,2,4,3,2,4,4,1,-1,3,3,2,-1,2,3,2,2,2,3,2,2,3,1,1,1,5,5,4,1,1,1,1,3,5,1,3,1,1,7,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,2,2,1,2,4,2,-1,5,1,1,don't know,0,german prime minister,1,2,4,1000,1000,6,-1,__NA__,2,__NA__,2,-1,3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,5,-4,1972,2,6,6,2,1,__NA__,4,3,1,3,1,1,__NA__,2,4,6,7,11,__NA__,7,__NA__,4,12,1,__NA__,"-3, restricted access",3,"-3, restricted access",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.212,3.284,2.582,0,0,0,5.427,0,0,0,169.638,0,0,0,0,0,0,0,0,8.699,4.53,3.802,0,0,0,0,0,7.903,0,8.981,5.733,5.481,3.715,0,5.779,3.692,2.468,2.727,30.639,6.749,5.114,4.609,3.029,2.555,5.503,2.57,3.84,3.647,5.263,3.154,3.22,5.707,2.798,2.977,5.783,3.012,7.002,2.66,5.174,3.876,3.259,4.409,6.081,14.21,6.318,5.678,30.733,6.5,7.045,5.543,0,35.13,5.573,7.265,5.105,12.241,7.023,0,3.993,0,4.618,22.155,1.778,0,0,7.64,3.469,4.971,10.097,3.227,4.768,5.138,4.368,5.525,4.463,6.237,5.406,6.259,16.367,18.19,6.195,10.299,5.475,4.567,5.736,9.021,8.296,4.097,5.372,3.969,5.475,6.623,3.792,7.848,8.012,4.548,8.78,3.918,0,6.944,5.627,6.153,33.474,0,6.315,4.913,14.394,0,7.998,20.941,9.351,3.943,4.749,4.427,8.681,3.547,12.387,4.926,5.628,7.625,6.146,4.77,5.331,8.8,6.449,4.875,0,0,8.04,6.451,11.092,16.316,5.856,7.39,1.915,21.456,4.397,4.603,11.766,6.387,0,6.091,6.408,8.924,9.053,15.769,7.483,11.168,9.278,6.485,0,9.595,3.674,0,2.812,0,0,0,0,6.789,0,0,0,0,10.04,5.693,2,5,10,8,1,7,6,9,3,4,5,11,7,14,13,10,2,4,17,9,15,18,16,6,8,22,1,21,3,20,19,12,5,3,10,4,1,6,9,8,7,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,9,2,4,11,1,8,10,6,5,2,1,2,1,0,1,2,2,1,1,0,2,12/10/2018 19:26:37,12/10/2018 19:53:12,1595,7/16/16,55
ANES 2018 Pilot Study main version 20190129,3,.972061622417564,.564184565651154,1,4,3,3,-1,-1,__NA__,-1,4,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,1,2,Online registration did not allow me to upload my signature,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,3,2,4,3,7,1,1,2,-1,-1,90,1,2,9,2,1,1,2,2,3,3,2,2,4,3,4,2,5,3,16,50,47,50,50,50,97,51,58,49,48,60,50,45,50,50,50,997,50,46,4,49,997,2,-1,2,3,1,1,1,1,2,2,1,3,1,1,6,5,6,2,4,1,2,4,5,4,4,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,3,5,7,-1,-1,3,2,1,7,2,2,4,-1,-1,4,4,2,2,3,3,2,2,5,-1,-1,1,4,3,6,7,2,4,4,6,4,5,7,2,6,1,2,4,1,-1,-1,-1,-1,2,4,3,2,5,1,1,5,-1,3,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,2,3,2,3,1,4,5,7,2,5,6,7,5,5,5,4,5,5,5,4,-1,-1,3,2,4,2,1,3,3,3,3,2,-1,4,2,2,no idea,0,i apologize for my lack of political knowledge,0,6,1,2007,1876,3,-1,__NA__,3,__NA__,-1,2,3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,-1,2,4,-4,1999,2,2,5,2,8,__NA__,97,1,2,2,4,7,__NA__,1,2,2,5,2,__NA__,98,__NA__,3,42,6,__NA__,"-3, restricted access",1,"-3, restricted access",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.339,4.548,3.781,0,0,0,6.794,0,0,0,42.683,0,0,0,0,0,0,0,0,14.463,7.828,5.848,5.9,6.884,9.775,9.564,9.513,8.171,0,8.313,9.379,2.792,0,4.336,5.93,7.097,3.316,3.397,37.05,10.823,7.051,5.479,11.103,4.069,6.997,9.711,5.556,19.018,6.546,7.748,7.599,4.149,6.748,6.952,11.724,3.262,4.781,4.493,10.332,5.764,16.519,3.064,7.366,0,6.815,11.868,78.368,5.807,5.099,3.962,61.048,0,7.883,14.849,5.482,16.377,8.994,9.145,0,0,5.925,20.36,18.791,0,0,7.768,6.22,5.787,12.309,3.491,5.439,6.034,4.897,4.058,0,0,6.793,10.363,20.013,9.907,4.97,10.2,5.964,7.041,8.539,13.148,5.426,3.858,3.99,6.823,4.517,3.174,4.721,9.584,0,0,0,0,5.064,8.58,7.882,2.949,26.158,0,9.611,5.601,4.928,0,3.833,0,0,7.137,3.17,5.473,4.572,4.211,14.854,7.239,6.51,15.986,6.748,4.085,13.659,12.095,10.139,4.866,15.887,29.832,0,0,11.801,4.164,4.916,3.747,5.251,11.427,10.358,7.408,5.596,5.687,0,9.527,8.952,6.216,6.338,34.57,57.329,21.461,15.852,48.929,0,4.216,0,4.633,5.417,0,0,0,0,9.101,3.173,0,0,0,17.933,4.742,1,3,10,5,7,9,4,6,2,8,20,22,13,8,19,1,9,10,12,14,4,21,17,15,18,16,2,7,6,5,3,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,7,6,11,5,2,3,9,8,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,0,1,2,2,2,1,1,2,12/10/2018 19:48:44,12/10/2018 20:21:21,1957,6/13/14,8
ANES 2018 Pilot Study main version 20190129,4,2.45007316332073,1.42202246399135,1,4,2,1,4,-1,__NA__,-1,5,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,__NA__,-1,-1,2,-1,2,-1,2,-1,1,-1,1,3,5,5,5,4,4,4,3,-7,-1,100,2,2,2,9,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,86,46,98,93,79,100,91,31,84,997,52,98,81,53,87,69,48,72,47,40,38,41,1,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,5,1,5,3,4,5,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,2,5,5,7,7,-1,-1,5,4,4,4,1,2,5,-1,5,-1,3,2,2,3,3,3,2,3,-1,-1,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,-1,-1,-1,-1,1,4,4,4,3,3,3,3,-1,3,3,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,4,3,3,4,4,4,2,1,1,1,4,3,3,3,3,3,3,3,-1,-1,3,3,3,3,5,-1,3,3,3,3,-1,4,4,4,na,0,na,0,4,2,2000,2000,4,3, ,-1,__NA__,-1,3,3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1,2,2,2,2,1,3,3,-4,1975,2,3,3,1,2,__NA__,3,3,3,6,7,7,__NA__,1,1,7,1,2,__NA__,98,__NA__,5,12,3,__NA__,"-3, restricted access",3,"-3, restricted access",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.869,4.82,6.142,9.184,0,0,7.521,5.228,5.631,10.995,7.136,0,0,4.219,0,1.419,0,1.252,0,20.699,7.209,7.044,4.272,1.634,4.638,1.773,3.677,5.421,0,6.73,3.536,3.048,1.19,0,1.272,1.274,1.734,1.329,20.404,9.18,3.946,7.918,3.223,3.632,2.917,5.144,2.253,2.305,3.18,2.967,2.429,2.774,2.462,2.452,4.102,3.186,3.938,3.686,2.802,2.412,2.234,2.62,5.344,8.339,10.988,2.388,15.989,3.742,1.427,1.387,30.161,0,4.806,1.937,1.612,8.7,10.171,3.226,0,0,5.063,8.75,8.291,0,1.521,0,3.495,6.041,2.753,3.672,2.686,6.579,3.854,2.368,0,0,7.812,3.202,16.405,7.815,1.932,2.095,5.311,1.851,1.785,8.19,1.239,8.249,3.068,3.431,3.624,2.615,2.567,2.567,0,0,0,0,0,2.476,1.675,1.631,8.751,0,2.483,1.648,1.547,0,2.163,0,0,4.751,6.901,1.723,1.866,1.63,2.495,2.817,2.025,2.158,1.673,7.917,6.92,8.819,4.039,7.336,2.463,15.504,0,0,11.973,11.868,6.469,8.919,14.583,0,4.12,1.509,5.316,1.67,0,2.908,9.763,1.672,7.052,4.61,8.743,9.332,15.351,7.123,4.789,0,0,2.941,3.077,0,0,0,0,14.024,5.332,5.927,2.322,4.607,25.681,1.836,9,2,4,7,10,8,3,5,1,6,15,1,4,16,13,2,20,8,21,22,18,5,19,6,17,10,3,12,7,14,11,9,9,4,11,5,1,7,2,10,6,8,3,6,4,8,3,5,7,1,9,2,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,2,2,1,0,1,12/10/2018 19:03:49,12/10/2018 19:21:08,1039,10/28/15,42
